"DIRECTORIO";"NRO_ENCUESTA";"SECUENCIA_ENCUESTA";"SECUENCIA_P";"ORDEN";"FEX_C";"P1607S1";"P1607S2";"P1607S3";"P1607S6";"P1607S4";"P1607S5";"P1283S1";"P1283S2";"P1283S3";"P1283S4";"P1283S5";"P1283S6";"P597";"P1197S1";"P1197S2";"P1197S3";"P1197S4";"P1197S5";"P1197S7";"P1197S6";"P1197S8";"P1196S1";"P1196S2";"P1196S3";"P1196S4";"P1196S5";"P1196S6";"P1196S8";"P1196S7";"P1196S9";"P598";"P599S3";"P599S4";"P599S5";"P1194S1";"P1194S2";"P1194S5";"P1194S3";"P1194S4";"P1194S6";"P1194S7";"P1193";"P1192";"P1955";"P529";"P1191";"P1187";"P600";"P1107";"P1608";"P1609";"P1106"
519638;237;1;1;1;1423.39113660207;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;9;5;"2";2;;2;;;;;6
519638;237;2;1;2;1423.39113660207;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;5;"2";2;;2;;;;;6
519643;237;2;1;2;1668.07153478434;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;3
519696;237;1;1;1;915.058637918967;1;1;1;;;;1;1;1;;1;;4;1;;1;1;;;;;1;;;;;1;1;;;1;1;1;1;1;1;;;;;;8;1;"2";2;;1;1;3;1;;
519740;237;3;1;3;64.8158937583839;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;1;;;;;;8;5;"2";2;;2;;;;;6
519741;237;1;1;1;63.9974624056705;;;;1;;;1;;;;;;6;1;;;;;;;;1;;;;;;;;;9;2;2;2;1;;;;;;;5;4;"1";2;;2;;;;;3
519834;237;2;1;2;72.7276082057006;1;;;;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;3
519855;237;1;1;1;68.0068760418858;;;;1;;;1;;;;;;8;;;;;;;1;;;;;;;;;2;;;2;2;2;;1;;;;;;4;4;"1";2;;2;;;;;6
519878;237;1;1;1;71.4227124270911;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;6
519882;237;2;1;2;73.014460981422;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;5;2;"1";2;;2;;;;;6
519888;237;1;1;1;61.3650023750755;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;9;5;"2";2;;2;;;;;1
519955;237;1;1;1;3363.9458316467;;;;1;;;1;;;;;;6;1;;;;;;;;1;;;;;;;;;9;2;2;2;;1;;;;;;3;4;"1";2;;2;;;;;6
520055;237;1;1;1;60.9960879877301;;;;1;;;1;;;;;;7;;;;;;;;2;;;;;;;;;3;;2;2;2;;1;;;;;;4;2;"1";2;;2;;;;;6
520095;237;3;1;3;310.673316259328;;;;;;2;1;1;;;1;;8;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;5;4;"2";2;;2;;;;;6
520101;237;2;1;2;293.29932055856;;;;;;2;;1;;;;;8;;;;;;;1;;;;;;;;;;3;;2;2;1;;;;;;;9;;5;"2";2;;2;;;;;10
520101;237;3;1;3;293.29932055856;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;9;4;"1";2;;2;;;;;6
520106;237;1;1;1;284.056281405127;;;;1;;;1;;;;;;1;;;;;;;1;;;;;;;;;;3;;2;2;2;1;;;;;;;2;1;"1";2;;2;;;;;6
520110;237;1;1;1;288.038341960906;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;9;4;"1";2;;2;;;;;6
520145;237;2;1;2;323.56417411261;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;9;4;"1";2;;2;;;;;6
520158;237;1;1;1;345.148248655882;1;;;;;;;;;1;;;1;;;;1;;;;;1;;;;;;;;;1;2;2;2;1;;;;;;;4;4;"2";2;;2;;;;;6
520162;237;1;1;1;361.573314946186;1;;;;;;;;;1;;;3;1;;;;;;;;1;;1;;;;;;;1;2;2;2;1;;;;;;;4;3;"2";1;4;2;;;;;2
520166;237;1;1;1;290.293451665436;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;7;3;"1";2;;2;;;;;3
520166;237;2;1;2;290.293451665436;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;3;"1";2;;2;;;;;3
520227;237;2;1;2;338.405733357896;;1;;;;;1;;;;;;1;;;1;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;5;4;"2";2;;2;;;;;6
520227;237;3;1;3;338.405733357896;;1;;;;;1;;;;;;1;;;1;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;4;4;"2";2;;2;;;;;7
520311;237;1;1;1;554.315054085111;;;;1;;;1;;;;;;4;1;;;;;;;;1;;;;;;;;;1;2;2;2;1;;;;;;;5;2;"1";1;7;1;2;4;1;;
520404;237;2;1;2;37.7238726567578;;;;1;;;1;;;;;;8;1;;;;;;;;1;;;;;;;;;9;2;2;2;1;;;;;;;4;2;"1";2;;2;;;;;6
520446;237;1;1;1;38.3446567610774;;;;1;;;1;;;;;;8;1;;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;5;4;"1";2;;2;;;;;3
520456;237;1;1;1;1110.02378779908;;;;1;;;1;;;;;;3;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;5;4;"2";2;;1;1;1;1;;
520465;237;1;1;1;432.250690562652;;1;;;;;1;1;;;;;8;;;1;;;;;;;;;;;;;;3;;1;2;2;1;;;;;;;10;6;"2";2;;1;3;3;1;;
520912;237;1;1;1;90.1127424497875;;;;1;;;1;;;;;;8;1;;;;;;;;;;;;;;;2;;;1;2;2;1;1;;;;;;9;1;"1";2;;2;;;;;3
520971;237;1;1;1;2077.98724568463;;;;;;2;1;;;;;;8;1;;;;;;;;1;;1;1;1;1;1;;;9;2;2;2;1;;;;;;;5;5;"2";2;;2;;;;;9
520985;237;2;1;2;1746.70931672604;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;1;2;2;1;;;;;;;4;4;"1";2;;2;;;;;6
521011;237;1;1;1;1938.82750819956;;;;1;;;1;;;;;;6;;;;;;;;2;;1;;;;;;;;1;2;2;2;1;;;1;;;;8;3;"2";2;;1;2;1;1;;
521012;237;1;1;1;2049.30033295171;;1;;;;;1;;;;;;6;1;;;;;;;;1;;;;;;;;;1;2;2;2;1;;;;;;;4;4;"2";1;7;2;;;;;6
521027;237;1;1;1;1840.47715300484;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;5;4;"1";2;;2;;;;;4
521102;237;1;1;1;1320.13265812323;;;;;;2;;;;1;;;3;;;;;;;;2;1;;;;;;;;;8;2;2;1;1;;;;;;;10;6;"2";1;2;2;;;;;4
521112;237;1;1;1;965.335892185657;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;4;4;"2";2;;2;;;;;3
521141;237;6;1;6;1146.6914532527;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;1;2;2;1;;;;;;;4;4;"2";1;7;1;1;4;2;2;
521163;237;2;1;2;1997.90077351018;;;;1;;;1;;;;;;3;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;4;"1";2;;2;;;;;6
521171;237;2;1;2;1980.33714711627;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;4;2;"1";2;;2;;;;;6
521213;237;1;1;1;887.042117212494;;;1;;;;1;;;1;;;4;1;;;;;;;;1;;;;;;;;;1;1;1;2;;;;;;1;;;3;"2";2;;1;2;3;2;2;
521219;237;1;1;1;887.042117212494;;;;1;;;1;;;;;;8;1;;;;;;;;;;;;;;;2;;;2;2;2;;1;;;;;;6;4;"1";2;;2;;;;;6
521262;237;1;1;1;408.838523573123;;;1;;;;1;;;;;;2;;1;;;;;;;;;;;;1;;;;1;2;2;2;;;;;1;;;;1;"2";2;;1;1;1;1;;
521262;237;2;1;2;408.838523573123;;;1;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;1;1;"2";2;;2;;;;;8
521268;237;1;1;1;2404.18180718975;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;9;5;"1";2;;2;;;;;6
521282;237;3;1;3;63.8797579492957;;;;1;;;;;;;1;;6;1;;;;;;;;1;;;;;;;;;1;2;1;2;1;;;;;;;6;1;"1";2;;1;2;3;1;;
521283;237;1;1;1;73.9408310906389;;;;1;;;1;;;;;;8;;;;;;;1;;;;;;;;;2;;;2;2;2;1;;;;;;;9;3;"1";2;;2;;;;;6
521287;237;1;1;1;50.2162348075869;;1;;;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;1;;1;;;;;;9;1;"2";2;;2;;;;;1
521287;237;3;1;3;50.2162348075869;;;;1;;;1;;;;;;8;;;1;;;;;;;;;;;;;;3;;2;2;2;;;;;;;9;;4;"1";2;;2;;;;;1
521294;237;2;1;2;68.2589061825459;;;;1;;;1;;;;;;6;1;;;;;;;;1;;;;;;;;;2;2;1;2;1;;;;;;;5;4;"1";2;;1;1;4;1;;
521295;237;1;1;1;67.0598534904618;;;;1;;;1;;;;;;8;;;;;;;1;;;;;;;;;2;;;2;2;2;1;;;;;;;9;4;"1";2;;2;;;;;6
521299;237;1;1;1;74.9595983385623;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;2;4;"1";2;;2;;;;;10
521299;237;2;1;2;74.9595983385623;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;1;4;"1";2;;2;;;;;10
521338;237;4;1;4;51.4135579954602;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;1;1;;;;;;4;4;"2";2;;2;;;;;6
521347;237;1;1;1;74.9595983385623;;;;1;;;1;;;;;;2;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;4;4;"1";2;;1;3;2;1;;
521348;237;1;1;1;51.4036370828061;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;5;1;"1";2;;2;;;;;7
521363;237;5;1;5;72.6220481300287;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;;1;;;;;;4;1;"1";1;7;2;;;;;4
521384;237;1;1;1;83.4157046959451;;1;;;;;1;;;;;;3;;;;;;;;2;;;;;;;;;3;;2;2;2;;1;;;;;;1;4;"2";2;;2;;;;;3
521407;237;2;1;2;74.9595983385623;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;2;1;"1";2;;1;1;1;2;1;
521425;237;4;2;1;66.0300012853445;;;;;;2;1;;;;;;8;;;;;;;1;;;;;;;;;2;;;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;3
521428;237;6;1;6;55.4285729204864;;;;1;;;1;;;;;;8;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;9;5;"1";2;;2;;;;;6
521445;237;2;1;2;1906.96724931134;;;;;;2;1;;;;;;7;1;;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;6;1;"1";2;;2;;;;;6
521446;237;1;1;1;2054.74543166059;;;;1;;;1;;;;;;6;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;6
521460;237;1;1;1;323.826459092222;;;;1;;;1;;;;;;2;1;;;;;;;;1;;;;;;;;;2;2;2;2;1;;;;;;;7;4;"2";2;;1;1;4;1;;
521460;237;2;1;2;323.826459092222;;;;1;;;1;;;;;;2;1;;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;7;4;"2";2;;2;;;;;6
521533;237;1;1;1;92.0464413358518;;;;1;;;1;;;;;;8;1;;;;;;;;1;;;;;;;;;9;2;2;2;1;;;;;;;2;4;"1";1;7;1;1;2;1;;
521544;237;1;1;1;82.1316403635235;;;;1;;;1;;;;;;6;1;;;;;;;;;;;;;;;;3;;2;2;2;;1;;;;;;7;4;"2";2;;2;;;;;7
521605;237;1;1;1;234.748971450456;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;;;;;;9;;5;"1";2;;2;;;;;3
521612;237;1;1;1;4850.06795023865;1;;;;;;1;;;;;;6;1;;;;;;;;;;;;;;;;3;;2;2;2;;;;;;;9;;5;"2";2;;2;;;;;2
521623;237;1;1;1;81.4960618988234;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;;;;;;;9;;4;"1";2;;2;;;;;6
521642;237;1;1;1;72.5762520213666;;;;1;;;1;;;;;;6;1;;;;;;;;;;;;;;;;3;;1;2;2;1;;;;;;;5;2;"2";2;;2;;;;;6
521649;237;1;1;1;72.5762520213666;;;;1;;;1;;;;;;3;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;4;2;"1";2;;2;;;;;1
521650;237;1;1;1;85.3447459086787;;1;;;;;1;;;;;;2;1;;;;;;;;1;1;;;;;;;;1;1;2;2;1;;;;;;;8;4;"2";2;;1;2;3;1;;
521681;237;1;1;1;44.8223189788929;;1;;;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;1;2;2;;1;;;;;;9;4;"2";2;;1;1;3;2;4;
521700;237;1;1;1;72.5762520213666;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;4;4;"1";2;;1;3;1;1;;
521720;237;1;1;1;82.1008054743409;;;;1;;;1;;;;;;6;;;;;;;1;;;;;;;;;2;;;2;2;2;;;;;;;9;;5;"1";2;;2;;;;;6
521753;237;3;1;3;283.069151665862;;;;1;;;;;;1;;;2;;;;;;;;2;;;;;;;;;3;;1;1;2;1;;;;;;;4;4;"2";1;5;1;1;2;2;5;
521760;237;5;1;5;308.147957927744;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;4;4;"1";2;;2;;;;;6
521762;237;1;1;1;248.773699446682;;;;1;;;1;;;;;;3;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;6;1;"1";2;;2;;;;;6
521780;237;1;1;1;352.02035480332;;;;1;;;1;;;;;;6;;;;;;;1;;;;;;;;;2;;;2;2;1;1;;;;;;;7;4;"2";2;;1;3;3;1;;
521789;237;2;1;2;250.981397369468;;;;1;;;1;;;;;;8;1;;;;;;;;1;;;;;;;;;9;2;2;2;;1;;;;;;9;5;"1";2;;2;;;;;3
521789;237;1;1;1;250.981397369468;;;;1;;;1;1;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;1;;;;;;;9;;5;"2";2;;2;;;;;3
521838;237;4;1;4;227.257810472624;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;1;2;2;1;;;;;;;6;3;"1";2;;2;;;;;6
521849;237;1;1;1;250.981397369468;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;1;;;;;;9;4;"1";2;;2;;;;;6
521849;237;2;1;2;250.981397369468;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;9;4;"1";2;;2;;;;;6
521861;237;1;1;1;250.981397369468;;;;1;;;1;;;;;;6;;;;;;;;2;1;;;;;;;;;1;1;2;2;1;;;;;;;7;4;"1";2;;1;1;3;1;;
521869;237;1;1;1;249.160087924266;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;4;"1";2;;2;;;;;6
521879;237;1;1;1;189.636043941941;;;;1;;;1;;;;;;6;;;;;;;;2;1;;;;;;;;;9;2;2;2;1;;;;;;;9;5;"1";2;;2;;;;;6
521879;237;4;1;4;189.636043941941;;;;1;;;1;;;;;;6;;1;;;;;;;;;;;;;;;3;;2;1;1;1;;;;;;;6;4;"1";2;;2;;;;;3
521895;237;3;1;3;242.572642955794;;;;1;;;1;;;;;;8;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;9;5;"1";2;;2;;;;;8
521901;237;3;1;3;202.399801772164;1;;;;;;1;1;1;;1;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;1;;;;;;6;2;"2";2;;2;;;;;6
521991;237;2;1;2;41.7163967820443;;;;1;;;;1;;;;;1;;;;;;;1;;;;;;;;;2;;;2;2;2;1;;;;;;;5;4;"2";1;3;2;;;;;7
522022;237;3;1;3;46.1573702486838;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;9;4;"2";2;;2;;;;;3
522031;237;3;1;3;42.2632968990785;1;;;;;;1;;;;;;6;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;8;3;"2";2;;1;1;3;1;;
522067;237;1;1;1;1666.19249362145;;;;;;2;1;;;;;;8;;;;;;;1;;;;;;;;;2;;;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;1
522146;237;2;1;2;60.0703393744186;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;7;4;"1";2;;1;1;2;2;3;
522157;237;1;1;1;66.799822264439;1;;;;;;;;;1;;;1;;;;;;;;2;;;1;;;;;;;8;2;2;2;1;;;;;;;9;6;"2";2;;1;3;3;1;;
522195;237;1;1;1;61.1489712133037;1;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;9;5;"1";2;;2;;;;;8
522215;237;2;1;2;56.8047158327882;1;;;;;;1;;;;;;6;;1;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;10;4;"1";2;;2;;;;;6
522265;237;1;1;1;51.2648188795835;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;6;"1";2;;2;;;;;8
522265;237;3;1;3;51.2648188795835;;;;;;2;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;6;"1";2;;2;;;;;8
522289;237;2;1;2;72.1181715048041;;;;1;;;1;;;;;;8;;;;;;;1;;;;;;;;;2;;;2;2;2;;1;;;;;;10;4;"1";2;;2;;;;;6
522318;237;1;1;1;76.9315297643199;;1;;;;;1;;;;;;2;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;4;2;"1";2;;2;;;;;6
522318;237;3;1;3;76.9315297643199;;;;1;;;1;;;;;;7;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;2;4;"2";2;;2;;;;;6
522319;237;6;1;6;58.2664210354102;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;1;4;"1";2;;2;;;;;6
522351;237;1;1;1;64.9747467808968;;;;1;;;;;;;1;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;7
522379;237;3;1;3;60.3735131045364;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;6;4;"1";2;;2;;;;;6
522379;237;4;1;4;60.3735131045364;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;4;4;"1";2;;2;;;;;4
522383;237;1;1;1;60.9960879877301;1;;;;;;1;;;;;;2;1;;;;;;;;1;;;;;;;;;9;2;2;2;;1;;;;;;8;1;"1";2;;2;;;;;1
522407;237;1;1;1;69.234295398232;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;3;4;"1";2;;2;;;;;6
522428;237;1;1;1;58.4416337856869;;;;;;2;1;;;;;;3;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;9;4;"1";2;;2;;;;;6
522444;237;2;1;2;60.9960879877301;;;;;;2;1;;;;;;8;1;;;;;;;;;;;;;;;;3;;2;1;2;1;;;;;;;2;4;"1";2;;2;;;;;6
522671;237;1;1;1;32.6173504158692;;;;1;;;1;;;;;;6;;;;;;;1;;;;;;;;;2;;;2;2;2;1;;;;;;;2;3;"1";2;;2;;;;;6
522700;237;1;1;1;46.0807082406245;;;;1;;;;;;1;;;8;1;;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;3;1;"2";2;;2;;;;;6
523160;237;1;1;1;1122.43952243974;1;;;;;;1;;;;;;2;1;;;;;;;;;1;;;;;;;;9;1;2;2;;;;;;1;;;4;"2";1;3;2;;;;;4
523204;237;1;1;1;959.951909098321;;;;;1;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;;;;;;9;;5;"1";2;;1;1;1;2;1;
523231;237;1;1;1;952.401395451394;;;;1;;;1;;;;;;1;;;;;;;1;;1;;;;;;;;;1;2;2;1;;1;;;;;;9;5;"2";2;;2;;;;;10
523265;237;2;1;2;917.258781672308;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;1;2;2;1;1;;;;;;5;4;"1";2;;2;;;;;6
523293;237;1;1;1;992.619585001457;;;;1;;;1;;;;;;6;1;;;;;;;;;1;;;;;;;;8;2;2;2;1;;;;;;;6;1;"2";2;;1;3;3;1;;
523295;237;1;1;1;1093.79257580001;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;6
523303;237;4;1;4;2697.15480501628;1;;;;;;1;;;;;;2;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;4;4;"2";2;;2;;;;;6
523322;237;1;1;1;70.5460261004796;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;5;4;"1";2;;2;;;;;7
523322;237;2;1;2;70.5460261004796;;;;;;2;1;;;;;;8;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;7;2;"1";2;;2;;;;;7
523328;237;2;1;2;51.3830378912691;;;;1;;;1;;;;;;8;;;;;;;1;;;;;;;;;2;;;2;2;2;;1;;;;;;1;4;"1";2;;2;;;;;6
523362;237;2;1;2;76.8728949916616;;;;1;;;1;;;;;;8;;;;;;;;2;1;;;;;;;;;1;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;6
523417;237;1;1;1;60.5899152831149;;;;1;;;1;;;;;;1;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;3;4;"2";2;;2;;;;;6
523452;237;1;1;1;59.3520827172958;;;;1;;;1;;;;;;8;;1;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;2;1;"1";2;;2;;;;;6
523492;237;1;1;1;85.6284432279553;;;;1;;;1;;;;;;2;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;5;4;"2";2;;2;;;;;6
523495;237;2;1;2;106.037929073226;;;;1;;;1;;;;;;8;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;6;4;"1";2;;2;;;;;6
523516;237;1;1;1;106.82901045266;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;1;2;2;1;;;;;;;5;2;"1";2;;2;;;;;3
523566;237;2;1;2;84.580215547687;1;;;;;;;1;;;;;2;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;6;4;"2";2;;1;4;2;;;
523611;237;2;1;2;3045.02173512332;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;5;"1";2;;2;;;;;8
523615;237;1;1;1;1945.41707965523;;;;1;;;1;;;;;;2;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;1;"1";2;;2;;;;;4
523617;237;1;1;1;2426.51710821312;;;1;1;;;1;;;;;;1;;;;;;;;2;;;;;;;;;3;;1;2;2;;;;;;;9;;5;"1";2;;1;1;1;2;1;
523622;237;1;1;1;2799.77477549078;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;1;;;;;;4;4;"1";2;;2;;;;;6
523622;237;2;1;2;2799.77477549078;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;5;4;"1";2;;2;;;;;6
523782;237;1;1;1;240.003300184561;;;;;;2;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;6;4;"1";2;;2;;;;;7
523782;237;2;1;2;240.003300184561;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;9;4;"1";2;;2;;;;;7
523792;237;2;1;2;235.280176408714;;;;1;;;1;;;;;;7;1;;;;;;;;;;;;;;;2;;;2;2;2;;1;;;;;;2;4;"1";2;;2;;;;;4
523831;237;1;1;1;39.5162734134292;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;1;4;"1";1;7;2;;;;;6
523831;237;2;1;2;39.5162734134292;;;;1;;;1;;;;;;7;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;4;"1";2;;2;;;;;3
523916;237;1;1;1;38.650261650024;1;;;;;;;;;1;;;4;1;;;;;;;;;1;;;;;;;;9;1;2;2;1;;;;;;;4;4;"2";2;;1;1;3;1;;
523929;237;1;1;1;44.8423719148009;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;1;;;;;;4;4;"2";2;;2;;;;;6
524030;237;1;1;1;64.5255488528647;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;2;1;"1";2;;2;;;;;6
524055;237;1;1;1;61.1489712133037;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;4;1;"1";2;;2;;;;;6
524080;237;1;1;1;60.0703393744186;;;;1;;;1;;;;;;2;1;;;;;;;;;;;;;;;;3;;2;1;2;1;;;;;;;6;4;"1";2;;2;;;;;3
524086;237;2;1;2;79.602269513226;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;9;1;"1";2;;2;;;;;6
524100;237;1;1;1;61.1489712133037;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;4;1;"1";2;;2;;;;;6
524135;237;3;1;3;59.2759968051792;;;;1;;;1;;;;;;8;;;;;;1;;;;;;;;;;;3;;2;2;2;1;;;;;;;4;4;"2";2;;1;1;4;1;;
524170;237;1;1;1;64.679761600995;;;;1;;;1;;;;;;8;;;;;;;1;;;;;;;;1;;;9;2;2;2;;1;;;;;;4;4;"1";2;;2;;;;;6
524179;237;1;1;1;66.9542079583884;;;;;;2;1;;;;;;8;;;;;;;1;;;;;;;;;2;;;2;2;2;;1;;;;;;5;4;"1";2;;2;;;;;1
524201;237;1;1;1;68.0577499130593;;;;1;;;1;;;;;;7;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;6;5;"1";2;;2;;;;;1
524209;237;1;1;1;66.9266092131152;;;;1;;;1;;;;;;8;;;;;;;1;;;;;;;;;2;;;2;2;2;;1;;;;;;5;4;"1";2;;1;3;1;1;;
524266;237;1;1;1;1114.69006145095;;;;1;;;1;;;;;;8;1;;;;;;;;1;;;;;;;;;9;2;2;2;;1;;;;;;3;4;"1";2;;2;;;;;6
