"DIRECTORIO";"NRO_ENCUESTA";"SECUENCIA_ENCUESTA";"SECUENCIA_P";"ORDEN";"FEX_C";"P1607S1";"P1607S2";"P1607S3";"P1607S6";"P1607S4";"P1607S5";"P1283S1";"P1283S2";"P1283S3";"P1283S4";"P1283S5";"P1283S6";"P597";"P1197S1";"P1197S2";"P1197S3";"P1197S4";"P1197S5";"P1197S7";"P1197S6";"P1197S8";"P1196S1";"P1196S2";"P1196S3";"P1196S4";"P1196S5";"P1196S6";"P1196S8";"P1196S7";"P1196S9";"P598";"P599S3";"P599S4";"P599S5";"P1194S1";"P1194S2";"P1194S5";"P1194S3";"P1194S4";"P1194S6";"P1194S7";"P1193";"P1192";"P1955";"P529";"P1191";"P1187";"P600";"P1107";"P1608";"P1609";"P1106"
537571;237;1;1;1;68.6868879163544;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;1;2;2;;1;;;;;;7;1;"1";2;;2;;;;;7
537606;237;1;1;1;78.6085747288865;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;1;4;"1";2;;2;;;;;6
537654;237;1;1;1;75.3531560675382;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;;;;;;9;;1;"2";2;;2;;;;;3
537694;237;1;1;1;64.1592126843544;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;9;1;"1";2;;2;;;;;6
537821;237;5;1;5;306.326648482542;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;5;4;"1";2;;2;;;;;1
537871;237;1;1;1;37.5722970300813;;;;1;;;1;;;;;;8;1;;;;;;;;1;;;;;;;;;9;2;2;2;;;;;;;9;;1;"2";2;;2;;;;;3
537871;237;2;1;2;37.5722970300813;;;;;;2;1;;;;1;;8;1;;;;;;;;1;;;;;;;;;9;2;2;2;1;;;;;;;6;1;"2";2;;2;;;;;3
537871;237;3;1;3;37.5722970300813;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;4;2;"1";2;;2;;;;;3
537895;237;1;1;1;38.2435416619778;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;1;2;2;;;;;;;9;;3;"1";2;;2;;;;;3
537910;237;1;1;1;46.1197097930031;;;;;;2;1;;;;;;8;1;;;;;;;;;;;;;;;;3;;2;2;2;;;;;;;9;;3;"2";2;;1;3;3;2;2;
537959;237;1;1;1;662.533881541987;;1;;;;;1;;;;;;2;1;;;;;;;;1;;;;;;;;;1;1;2;2;1;;;;;;;8;4;"2";2;;2;;;;;3
537999;237;3;1;3;62.3622295392209;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;9;5;"1";2;;2;;;;;8
538041;237;1;1;1;73.014460981422;;;;;;2;;;;;1;;8;1;;;;;;;;1;;;;;;;;;9;2;2;2;;;;;;;9;;1;"2";2;;1;2;3;2;2;
538042;237;1;1;1;63.151648192488;;;;1;;;1;;;;;;8;;;;;;;;2;1;;;;;;;;;9;2;2;2;1;;;;;;;9;4;"1";2;;2;;;;;6
538092;237;1;1;1;53.7399155516158;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;4;"1";2;;2;;;;;6
538099;237;2;1;2;71.6934221324365;1;;;;;;1;;;;;;3;1;;;;;;;;1;1;;;;;;;;1;1;2;2;1;;;;;;;7;4;"2";2;;1;2;4;2;4;
538166;237;1;1;1;818.623251006066;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;1;;;;;;9;2;"1";2;;2;;;;;6
538201;237;2;1;2;59.6709492131925;1;;;;;;1;;;;;;8;1;;;;;;;;1;;;;;;;;;9;2;2;2;1;1;;;;;;5;1;"1";2;;2;;;;;6
538237;237;2;1;2;60.900264640698;;;;1;;;1;;;;;;2;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;10;4;"1";2;;2;;;;;4
538256;237;1;1;1;286.311391109657;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;1;;;;;;9;5;"1";2;;2;;;;;3
538288;237;1;1;1;286.311391109657;;;;;;2;1;;;;;;8;;;;;;;1;;;;;;;;;2;;;2;2;2;1;;;;;;;7;4;"1";2;;2;;;;;6
538311;237;1;1;1;321.799028248461;;;;1;;;1;1;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;;;;;;;9;;6;"1";2;;2;;;;;3
538430;237;2;1;2;29.2943905469705;;;;1;;;1;;;;;;2;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;4;5;"1";2;;2;;;;;1
538604;237;1;1;1;349.389537403204;;;;;;2;1;;;;;;3;1;;;;;;;;1;1;1;;;;;;;1;2;2;2;1;;;;;;;7;2;"2";2;;1;3;4;1;;
538790;237;1;1;1;78.0483752102112;;1;;;;;1;;;;;;7;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;5;4;"1";2;;2;;;;;6
538792;237;3;1;3;102.340043026985;1;;;;;;1;1;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;1;;;;;;6;1;"2";2;;1;2;4;1;;
538795;237;1;1;1;92.632256765739;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;1;2;2;1;;;;;;;9;2;"1";2;;2;;;;;2
538815;237;2;1;2;5468.8816369903;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;6
538859;237;6;1;6;1139.27262873555;;;;1;;;1;;;;;;1;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;3;5;"2";2;;2;;;;;1
538905;237;2;1;2;981.936101710806;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;10;6;"1";2;;2;;;;;8
539091;237;2;1;2;64.7302255204189;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;5;1;"1";2;;2;;;;;7
539092;237;1;1;1;64.1592126843544;;;;;1;;1;;;;;;8;1;;;;;;;;;;;;;;;2;;;2;2;2;;1;;;;;;4;4;"1";2;;2;;;;;3
539095;237;3;1;3;63.9284587356849;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;;;;;;9;;1;"1";2;;2;;;;;6
539164;237;1;1;1;67.0792920776176;;;;1;;;1;;;;;;6;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;4;1;"1";2;;2;;;;;1
539285;237;1;1;1;68.6431268694483;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;4;4;"1";2;;2;;;;;6
539292;237;1;1;1;1375.11398972548;;;;1;;;1;;;;;;1;;;;;;;1;;;;;;;;;2;;;1;2;2;1;;;;;;;4;4;"1";2;;2;;;;;3
539304;237;1;1;1;93.5499212188046;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;9;4;"2";2;;2;;;;;6
539313;237;4;1;4;258.128421479452;;;;1;;;1;;;;;;6;;1;;;;;;;;;1;;;;;;;9;2;2;1;1;;;;;;;8;4;"2";2;;1;3;1;1;;
539341;237;3;1;3;258.273863916549;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;9;5;"1";2;;2;;;;;1
539342;237;1;1;1;360.72291209315;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;;1;;;;;;4;4;"1";2;;2;;;;;3
539387;237;3;1;3;204.60749969495;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;1;;;;;;6;4;"2";2;;1;1;4;1;;
539395;237;2;1;2;240.740428339843;;;;;;2;;;;;1;;6;;;;;;;1;;;;;;;;;2;;;2;2;2;1;;;;;;;9;4;"2";2;;2;;;;;6
539405;237;2;1;2;250.981397369468;1;;;;;;;;;1;;;2;1;;;;;;;;1;;;;;;;;;1;2;2;2;1;;;;;;;3;3;"2";1;1;2;;;;;2
539443;237;3;1;3;272.956658975196;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;4;"1";2;;2;;;;;6
539448;237;1;1;1;218.101022732918;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;5;4;"1";2;;2;;;;;3
539459;237;2;1;2;224.688467701391;;;;1;;;1;;;;;;6;;;;;;;;2;;1;;;;;;;;8;2;2;2;1;;;;;;;4;5;"1";2;;2;;;;;6
539472;237;2;1;2;331.007891263624;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;1;;;;;;9;3;"1";2;;2;;;;;8
539473;237;2;1;2;224.302079223807;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;1;2;1;;;;;;;4;4;"1";2;;2;;;;;6
539499;237;2;1;2;338.820634641507;1;;;;;;1;;;;;;6;1;;;;;;;;1;;;;;;;;;1;1;2;2;1;;;;;;;7;4;"2";2;;2;;;;;3
539505;237;4;1;4;329.113597664337;;;;1;;;1;;;;;;8;1;;;;;;;;;;1;;;;1;;;1;1;2;2;1;;;;;;;7;4;"2";2;;1;2;2;2;3;
539512;237;1;1;1;2003.97276083679;;;1;;;;1;;;;;;4;1;;;;;;;;1;;;;;;;;;1;1;2;2;1;;;;;;;8;4;"2";2;;1;2;3;1;;
539605;237;1;1;1;39.9843222562893;1;;;;;;1;;;;;;8;1;1;;;;;;;;;;;;;;2;;;2;1;2;1;;;;;;;8;2;"2";2;;2;;;;;7
539608;237;1;1;1;38.650261650024;;;;1;;;1;;;;;;8;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;8;4;"2";2;;2;;;;;3
539687;237;1;1;1;61.1489712133037;;;;1;;;1;;;;;;2;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;9;4;"1";2;;2;;;;;6
539708;237;1;1;1;124.689225571986;1;;;;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;;;;;;;9;;5;"2";2;;2;;;;;6
539745;237;1;1;1;72.7276082057006;;;;1;;;1;;;;;;8;;;1;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;3;2;"1";2;;2;;;;;6
539788;237;1;1;1;53.6121409502718;;;;1;;;1;;;;;;6;;;;;;;1;;;;;;;;;2;;;2;2;2;;1;;;;;;4;4;"1";2;;2;;;;;3
539820;237;3;1;3;71.5667358189992;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;1;;;;;;9;4;"1";2;;2;;;;;6
539827;237;1;1;1;64.4070623045279;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;6
539874;237;2;1;2;568.091970666315;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;4;"1";2;;2;;;;;6
539970;237;3;1;3;40.3855362529802;1;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;;;;;;;9;;5;"2";2;;1;3;3;1;;
539971;237;1;1;1;44.2601994922441;1;;;;;;1;;;;;;6;1;;;;;;;;1;;;;;;;;;9;2;2;2;1;;;;;;;7;1;"2";2;;1;1;1;1;;
540295;237;2;1;2;1085.06255805645;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;;;;;;9;;1;"2";2;;2;;;;;6
540335;237;1;1;1;74.1657537923191;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;9;1;"1";2;;2;;;;;6
540363;237;2;1;2;60.7483631945188;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;4;1;"2";2;;2;;;;;6
540374;237;2;1;2;72.7811237319609;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;;;;;;9;;1;"2";2;;2;;;;;6
540473;237;3;1;3;71.5719705911522;;;;1;;;1;;;;;;6;1;;;;;;;;1;;;;;;;;;1;2;2;2;;1;;;;;;3;2;"2";2;;1;1;3;1;;
540507;237;1;1;1;309.032629657897;;1;;;;;1;;;;;;3;;;1;;;;;;;;;;;;;;3;;1;1;2;1;;;;;;;7;1;"2";2;;1;1;3;2;4;
540526;237;1;1;1;246.204356675449;;;;1;;;1;;;;;;8;1;;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;5;4;"2";2;;2;;;;;3
540558;237;3;1;3;246.95239000148;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;;;;;;9;;5;"2";2;;2;;;;;1
540564;237;1;1;1;754.966589077421;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;6;"2";2;;2;;;;;6
540569;237;2;1;2;689.607102619631;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;4;"1";2;;2;;;;;6
540569;237;3;1;3;689.607102619631;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;4;"1";2;;2;;;;;6
540640;237;2;1;2;39.5162734134292;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;3;4;"2";2;;2;;;;;6
540753;237;2;1;2;60.7778553802777;;;;1;;;1;;;;;;3;;;;;1;;;;;;;;;;;;3;;2;2;2;;1;;;;;;6;4;"2";2;;2;;;;;3
540763;237;3;1;3;57.966095454865;;;1;;;;1;;;;;;6;;;;1;;;;;;1;;;;;;;;1;1;1;1;;1;;;;;;7;4;"2";2;;2;;;;;6
540819;237;3;1;3;59.0905560176821;;;;1;;;1;;;;;;6;1;;;;;;;;1;;;;;;;;;9;1;2;2;1;;;;;;;7;4;"2";2;;1;1;3;1;;
540855;237;1;1;1;1108.45409782811;;;;1;;;1;;;;;;6;1;;;;;;;;1;;;;;;;;;1;2;2;2;1;;;;;;;5;3;"2";2;;1;2;2;1;;
540937;237;1;1;1;324.037606550251;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;1;;;;;;9;5;"1";2;;2;;;;;8
540943;237;1;1;1;299.589876049816;;;;;;2;1;;;;;;6;1;;;;;;;;1;;;;;;;;;9;1;2;2;1;;;;;;;4;4;"1";1;7;2;;;;;2
541299;237;1;1;1;1263.87447413244;1;;;;;;1;;;;;;6;;;;;;;1;;;;1;;;;;;;1;2;2;2;1;;;;;;;8;4;"1";1;2;1;1;1;1;;
541320;237;1;1;1;1027.54553794143;;;1;;;;1;1;1;;;;7;1;;;;;;;;1;;;;;;;;;9;2;2;2;1;;;;1;1;;9;2;"2";2;;2;;;;;4
541366;237;1;1;1;976.258661923003;1;;;;;;1;;;;;;6;1;;1;;;;;;1;;;;;;;;;1;2;2;2;1;;;;;;;10;4;"1";2;;2;;;;;3
541453;237;2;1;2;58.8746978017294;;;;1;;;1;;;;;;6;1;;;;;;;;1;;;;;;;;;9;2;2;2;1;;;;;;;2;4;"1";2;;2;;;;;3
541519;237;1;1;1;73.014460981422;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;1;2;2;;1;;;;;;4;4;"1";2;;1;1;1;1;;
541526;237;5;1;5;59.7068017420682;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;;;;;;;9;;4;"1";2;;2;;;;;8
541529;237;1;1;1;81.2795920802017;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;7;2;"1";2;;2;;;;;6
541529;237;2;1;2;81.2795920802017;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;7;2;"1";2;;2;;;;;6
541535;237;4;1;4;63.7558733791038;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;4;"1";2;;2;;;;;6
541543;237;2;1;2;68.2519765930797;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;6;2;"1";2;;2;;;;;6
541549;237;1;1;1;65.2311972867999;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;;;;;;9;;4;"1";2;;2;;;;;6
541676;237;1;1;1;321.799028248461;;;;1;;;;1;;;;;2;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;10;4;"2";2;;2;;;;;6
541679;237;1;1;1;33.312640786087;;1;;;;;1;;;;;;8;1;;;;;;;;;;;;;;;;3;;1;2;2;1;;;;;;;9;1;"2";2;;2;;;;;3
541701;237;1;1;1;43.9995259059486;1;;;;;;1;;;1;;;4;1;;;1;;;;;1;;;1;;;;;;1;2;2;2;1;;;;;;;8;3;"2";1;2;2;;;;;2
542003;237;2;1;2;209.330623470797;;1;;;;;;;;;1;;2;;;;1;;;;;;;;;;;;2;;;2;2;2;1;;;1;;;;4;3;"2";1;1;2;;;;;8
542008;237;1;1;1;300.937279567722;;;;1;;;1;;;;;;8;1;;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;7;4;"1";2;;2;;;;;3
542013;237;3;1;3;296.219297973669;;;;;;2;;;;1;;;2;1;;;;;;;;1;;;;;;;;;1;2;2;2;1;;;;;;;5;4;"2";2;;1;1;4;2;4;
542021;237;5;1;5;386.94128234044;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;1;;;;;;9;4;"1";2;;2;;;;;3
542022;237;2;1;2;244.456031384331;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;1;;;;;;9;4;"1";2;;2;;;;;8
542024;237;2;1;2;287.05736805217;;;;1;;;1;;;;;;6;;;;;;;;2;1;;;;;;;;;9;2;2;2;;1;;;;;;5;4;"1";2;;2;;;;;6
542025;237;1;1;1;574.11473610434;;;;1;;;1;;;;;;8;;;;;;;;2;1;;;;;;;;;9;2;2;2;1;;;;;;;4;3;"2";2;;2;;;;;6
542032;237;4;1;4;293.461350813418;;;;1;;;1;;;;1;;8;1;;;;;;;;1;;;;;;;;;9;2;2;1;1;;;;;;;4;2;"2";2;;2;;;;;6
542049;237;4;1;4;260.23023649917;;;;1;;;;1;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;1;;;;;;4;4;"2";1;3;1;2;4;1;;
542060;237;1;1;1;341.790290944443;;;;;;2;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;5;4;"1";2;;2;;;;;6
542066;237;1;1;1;193.629402510043;;;;1;;;1;;;;;;8;;;;;;;1;;;;;;;;;;3;;2;2;2;1;;;;;;;7;4;"1";2;;2;;;;;7
542069;237;1;1;1;220.670365504151;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;1;"1";2;;2;;;;;6
542069;237;3;1;3;220.670365504151;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;6;4;"1";2;;2;;;;;8
542159;237;1;1;1;46.7849494152571;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;;;;;;9;;4;"2";2;;2;;;;;3
542519;237;1;1;1;526.300281830005;;;;1;;;1;;;;;;6;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;7;4;"2";2;;2;;;;;6
542524;237;1;1;1;726.783448396832;;;;1;;;1;;;;;;8;1;;;;;;;;1;;;;;;;;;1;2;2;2;1;;;;;;;7;4;"1";2;;2;;;;;3
542524;237;2;1;2;726.783448396832;;;;1;;;1;;;;;;8;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;9;3;"1";2;;2;;;;;3
542583;237;1;1;1;492.684528258838;;;;1;;;1;;;;;;3;;;;;;;1;;;;;;;;;;3;;2;2;2;1;;;;;;;7;4;"1";2;;2;;;;;8
542594;237;1;1;1;728.990045733232;;;;1;;;1;;;;;;8;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;5;4;"2";2;;2;;;;;6
542601;237;1;1;1;419.75281895242;;;;1;;;1;;;;;;8;1;;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;6
542601;237;2;1;2;419.75281895242;;;;1;;;1;;;;;;8;;;;;;;1;;;;;;;;;2;;;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;6
542611;237;2;1;2;414.998670847553;;;;1;;;1;;;;;;6;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;7;4;"1";2;;1;1;2;2;1;
542643;237;1;1;1;1080.83976665694;;;;1;;;1;;;;;;8;;;;;;;1;;;;;;;;;;3;;2;2;2;;;;;;;9;;4;"1";2;;2;;;;;10
542688;237;1;1;1;344.10617738044;;;;1;;;1;;;;;;6;;1;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;9;1;"1";2;;2;;;;;3
542693;237;1;1;1;63.8453339444631;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;6;4;"1";2;;2;;;;;7
542693;237;2;1;2;63.8453339444631;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;;;;;;;9;;4;"1";2;;2;;;;;7
542702;237;1;1;1;59.3520827172958;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;6;1;"2";1;7;2;;;;;3
542721;237;2;1;2;75.7534428848056;;;;;;2;;;;1;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;8;1;"2";2;;2;;;;;3
542760;237;4;1;4;63.2522701761726;;;;1;;;1;;;1;1;;8;1;;;1;;;;;1;1;1;;;;;;;9;1;1;2;1;1;;;;;;7;3;"2";2;;1;2;2;2;3;
543113;237;1;1;1;254.97475593757;;;;;;2;;;;;1;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;;;;;;9;;4;"2";2;;2;;;;;6
543131;237;3;1;3;182.705222243308;;;;;;2;1;;;;;;8;;1;;;;;;;;;;;;;;;3;;2;2;2;;1;;;;;;3;1;"2";2;;1;1;1;1;;
543134;237;1;1;1;297.967623264787;;;;1;;;1;;;;;;8;;;;;;;;2;1;;;;;;;;;9;2;2;2;1;;;;;;;8;1;"2";2;;2;;;;;1
543188;237;2;1;2;43.7378765556192;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;2;1;"1";2;;2;;;;;3
543297;237;1;1;1;39.5162734134292;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;1;2;1;;;;;;;8;4;"1";2;;1;2;2;2;2;
543429;237;1;1;1;892.348123331318;;;;;;2;1;;;;1;;2;1;;;;;;;;;1;;;;;;;;1;1;2;2;1;;;;;;;6;2;"2";2;;1;2;2;1;;
543443;237;1;1;1;55.609074260099;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;5;"1";2;;2;;;;;7
543497;237;1;1;1;61.099130394745;;;;1;;;1;;;;;;6;1;;;;;;;;1;;;;;;;;;1;2;1;2;1;;;;;;;4;4;"1";2;;1;1;4;1;;
543596;237;1;1;1;60.0703393744186;;;;1;;;1;;;;;;2;;1;;;;;;;;;1;;;;;;;1;2;2;2;1;;;;;;;4;4;"2";2;;1;1;1;2;2;
543670;237;2;1;2;64.1406811301615;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;9;3;"1";2;;2;;;;;6
543675;237;1;1;1;81.2795920802017;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;9;4;"1";2;;2;;;;;6
543694;237;4;2;3;79.9594362145179;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;;1;;;;;;7;4;"1";2;;2;;;;;1
543761;237;1;1;1;60.7930950879156;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;3;4;"1";2;;2;;;;;6
543831;237;1;1;1;456.097163443496;1;;;;;;1;;;;;;5;;1;;;;;;;;1;;;;;;;;9;2;2;2;;1;;;;;;8;4;"2";2;;1;3;2;1;;
543922;237;1;1;1;62.2254034152356;;1;;;;;;;;1;;;2;;1;;;;;;;;1;;;;;;;;2;2;1;2;;;;1;;;;;4;"2";2;;1;3;3;1;;
544217;237;1;1;1;630.962867577298;;;;1;;;1;;;;;;4;1;;;;;;;;1;;;;;;;;;1;2;2;2;1;;;;;;;3;2;"2";2;;1;1;3;1;;
544225;237;1;1;1;937.432370949444;;1;;;;;1;;;;;;4;;1;;;;;;;;1;1;;;;;;;1;2;2;2;1;;;;;;;4;4;"2";2;;1;3;3;1;;
544560;237;1;1;1;983.213617740569;;;;;;2;1;;;;;;8;;;;;;1;;;1;;;;;;;;;9;1;2;2;1;;;;;;;5;4;"2";2;;1;2;3;2;4;
544744;237;1;1;1;1655.72723257431;;;;1;;;1;;;;;;8;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;9;4;"1";2;;2;;;;;1
544757;237;1;1;1;726.783448396832;;;;1;;;1;;;;;;8;1;;;;;;;;;;;;;;;2;;;2;1;2;1;;;;;;;8;2;"2";2;;1;3;3;1;;
544771;237;2;1;2;1631.45333301638;;;;1;;;1;;;;;;8;;;;;;;1;;;;;;;;;2;;;2;2;2;1;;;;;;;9;4;"1";2;;2;;;;;3
544793;237;2;1;2;775.806583959479;;;;1;;;1;;;;;;6;;;;;;;1;;;;;;;;;;3;;2;2;2;;;;;;;9;;5;"1";2;;2;;;;;6
544841;237;3;1;3;69.643536242904;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;3;4;"2";2;;2;;;;;6
545273;237;2;1;2;83.2789215771924;;;;1;;;;1;;;;;8;;;;;;1;;;;;;;;;;;3;;2;2;2;;1;;;;;;5;3;"2";2;;2;;;;;8
545296;237;1;1;1;89.5978661516884;;;;1;;;1;1;;;;;6;1;;;;;;;;;;;;;;;;3;;2;1;2;;1;;;;;;3;4;"2";2;;2;;;;;7
545381;237;1;1;1;195.910084586914;;;;;1;;;;;1;;;3;1;1;;1;;;;;1;1;1;;;;;;;1;2;1;2;1;;;;;;;9;2;"2";2;;2;;;;;3
545410;237;1;1;1;224.302079223807;;;;1;;;1;;;;;;6;1;;;;;;;;1;;;;;;;;;9;2;2;2;1;;;;;;;5;1;"1";2;;2;;;;;3
545453;237;1;1;1;541.351953796649;;;;1;;;1;;;;;;3;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;3;1;"1";1;1;2;;;;;3
545469;237;3;1;3;218.101022732918;;;;;1;;1;;;;;;2;1;;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;6;4;"2";1;2;2;;;;;2
545481;237;1;1;1;768.878419541277;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;7;4;"1";2;;1;1;4;1;;
545483;237;2;1;2;191.881077218925;;;;1;;;1;;;;;;3;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;1;4;"1";1;7;1;1;1;2;2;
546063;237;2;1;2;158.699999027243;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;6
